adrs,codes
3957 SW 34TH ST,120010015172000
2907 SW 1 AVE,120010010002037
2112 SE 3RD PLACE,120010006003038
1834 NORTHWEST 39TH AVENUE,120010012031012
UNIVERSITY LUTHERAN CHURCH STUDENT CENTER,NA
1941 NW 67TH PL,NA
1501 1599 NW 31ST DR,120010010005005
2132 2144 NORTHWEST 4TH PLACE,120010010004035
729 755 SOUTHWEST 34TH STREET,120010009011006
212 NW 28TH TERRACE,120010010002013
115 199 NE 5TH ST,120010005001026
1 99 SE 3RD ST,NA
3   NW  24  TH   ST,120010010002001
509 NE 1ST ST,120010005001008
1721 1803 NW 10TH AVE,120010010001017
1305 NE 7 TER,120010005003002
3901 3923 NORTHWEST 29TH TERRACE,120010012021010
2025 NE 9 TERRACE,120010004003014
1150 NE 20TH AVE,120010004003013
505 SW 3RD AVE,120010002001023
1221 NW 31ST AVE,120010003023023
10 SW 2ND ST,120010005001062
2490 SW 14TH DR,120010008091023
4600 NW 30TH TERRACE,120010012024000
1930 NW 7TH LN,120010010004024
116 NW 6TH ST,120010002004000
1022 NORTHWEST 16TH AVENUE,120010003011033
316 SOUTHWEST 5TH AVENUE,120010002002017
722 NE 9TH AVE,120010005003030
1 99 NW 30TH ST,NA
408 NW 2ND AVE,120010002001023
2735 NW 31ST AVE,120010011004000
2138 NW 29TH PL,120010011003003
2923 SW 40TH AVE,120010015172008
213 NW 8TH ST,120010002004000
1748 NW 12 ROAD,120010003011026
663 NORTHEAST 15TH TERRACE,120010006002003
923 NORTHWEST 5TH AVENUE,120010002003022
400 NORTHEAST 11TH STREET,120010005004019
2237  N W 7TH LANE,120010010004009
436 NW 2ND ST,120010002001009
1 99 SE 1ST AVE,NA
1726 NW 9TH ST,120010003011034
NW 82 BLVD,NA
422 NORTHWEST 15 AVENUE,120010003012004
3815 NW 45TH ST,120010017011001
101 NE 7TH ST,120010005004027
3 SW 24TH ST,120010010002023
1701 SOUTH MAIN STREET,120010007002053
519 NW 1ST ST,120010005001010
535 599 SOUTHWEST 4TH AVENUE,120010002002015
112 NW 28TH TER,120010010002013
404 SW 3RD AVE GAINESVILLE FL 32601 UNITED STATES,120010002002012
1533 SE 3RD AVE,120010007003004
WALDO ROAD AND NE 39TH AVE,120010019022042
1651 2007 SW 23RD DR,120010015142000
NE 49 AVE 49 TER,NA
3927 NORTHWEST 58TH AVENUE,120010018034007
800 998 SE 8TH ST,120010007002022
201 WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,120010006002027
2010 SOUTHWEST 34TH STREET,120010015212000
1638 NW 24TH ST,120010011004016
598 NORTHWEST 6TH PLACE,120010002001006
112 NE 4TH ST,120010005001029
1404 NE 31 AVE GAINESVILLE  FL 32609,120010004004000
228 NORTHWEST 15 AVENUE,120010003012003
616 SOUTHEAST 4TH AVENUE,120010005001069
303 NW 16TH AVENUE,120010003012003
118 NORTHWEST 20TH TERRACE,120010010004042
2917 NORTHEAST 10TH STREET,120010004004013
3905 SW 37TH STREET,120010015191006
215 NE BLVD,120010005005029
1380 W UNIVERSITY AVE,120010010003023
GAINESVILLE HAWTHORNE STATE TRAIL,NA
400 NE 11TH ST,120010005004019
3205 CLARK BUTLER BOULEVARD,NA
619 NW 5TH AVE,120010002001015
417 NORTHWEST 7TH AVENUE,120010002001006
1 101 NW 10TH ST,NA
THE ENCLAVE APARTMENTS,NA
493 599 NE 16TH AVE,120010005003005
NW 20TH TERRACE,NA
1030 NE 12TH AVE,120010005002014
3700 NW 26TH ST,120010012022008
205 NW 22ND ST,120010010004044
2201 NORTHWEST 2ND AVENUE,120010010004034
2021 NORTHWEST 13TH STREET,120010008082003
1715 NORTHWEST 32 PLACE,120010012031040
324 NW 19TH ST,120010010004038
1 399 NW 23RD DR,NA
200 E UNIVERSITY AVE,120010005001023
204 NE WALDO RD,120010005004030
44TH PLACE AND 35TH STREET,NA
1101 NE WALDO RD,120010006001028
2844 NW 4TH LN,120010010002001
"101 399 NE 12TH ST
GAINESVILLE FL 32601
UNITED STATES",NA
12 NW 27TH TERR GAINESVILLE,120010010002001
1927 NW 7 LN,120010010004025
120 W UNIVERSITY AVE,120010022172000
918 NW 51ST TERR,120010017022027
205 SE 16TH AVENUE APT 6C,120010008082000
2968 SW 35TH PL,120010015153000
711 SOUTHEAST 7TH AVENUE,120010007002007
4909 SOUTHWEST 10TH LANE,120010022173017
1800 SW 34TH ST,120010015201007
SW 2ND AVE AND 4TH ST,120010005001029
NW 9TH ST  16TH AVE,NA
1209 W UNIVERSITY AVE,120010002005000
755 NW 18TH STREET,120010010004004
2211 NW 27TH TER,120010011004015
1401 SE 4 ST,120010007002047
1619 NW 12TH ST,120010003011025
1400 SE 3RD AVE,120010007001015
4520 NW 28TH TER,120010012021005
1105 SW 9TH RD,120010002006024
3962 SW 2ND AVE,120010016042011
612 AND 618 NE 4TH AVE,NA
829 SW 5TH AVE,120010002006012
UNIVERSITY LUTHERAN CHURCH   STUDENT CENTER,NA
7 SW 23RD ST,120010010004047
3880 SW 20TH AVE,120010015201007
1719 NW 23RD AVE  GARAGE 1 BLDG 2,120010011003008
2911 NW 39TH PLACE,120010012021010
1615 1627 NW 7TH AVE,120010010004012
1004 NE 5 PLACE,120010005004013
1101 SE 15TH STREET,120010007003023
2303 SW 39 WAY,120010015211000
814 NW 17 AVE GAINESVILLE FL,120010003011027
222 NE 1ST ST,120010005001018
2811 NW 41ST PLACE,120010012021010
3452 NW 52ND AVE,120010012011000
1018 SOUTHWEST 82 TERRACE,120010022072010
306 NE 6TH AVE,120010005005008
1521 NW 7TH AVE,120010010004012
1513 1621 NW 46TH ST,120010017022012
1520 NORTHWEST 7TH AVENUE,120010010004011
1211 NW 7TH AVENUE,120010002003007
1501 1599 GALE LEMERAND DR,NA
GAINESVILLE,NA
212 NW 28TH TERRACE,120010010002013
1 107 SE 4TH PL,NA
2235 2245 NW 5TH PL,120010010004032
2315 SOUTH MAIN STREET,120010008081003
5 NW 25TH STREET,120010010002001
600 NE WALDO RD,120010005004000
4223 NW 22ND ST,120010012025013
NE 5TH AVE AND NE 8TH ST,NA
1905 NW 12TH TERR,120010003011025
ARCHER ROAD,NA
3507 SOUTHWEST 1ST WAY,120010008081003
207 SOUTHWEST 13TH STREET,120010002005002
1534 NW 7TH PL,120010010004003
232 SE 1ST ST,120010005001082
119 NW 11TH ST,120010002004005
438 NW 48TH BLVD,120010016041019
4393 SW 20TH LN,120010015211009
3525 NW 14TH AVE,120010017021007
2105 NW 8 CT,120010003011007
NE 10TH AVE AND NE 7TH ST,NA
1000 1098 NE 3RD AVE,120010005004019
417 NW 39TH RD APT C,120010016031008
730 NE 9 AVE,120010005003031
222 NORTHWEST 15 AVENUE,120010003012003
4309 NW 12TH TER,120010003022012
604 SW 10TH ST,120010002006010
41 99 S MAIN ST,NA
318  NW  24  TH ST,120010010002001
4204 NW 13TH PLACE,120010022043021
6 NW 2ND ST,120010005001052
1711 NW 32ND PL,120010012031040
310 SOUTHEAST 4TH AVENUE,120010005001067
2257 NW 11TH AVE,120010010005018
1911 NW 36 DR,120010011002017
110 NE 16TH AVE,120010004003018
580 598 NE 18TH ST,120010006002018
4353 SOUTHWEST 20TH LANE,120010015211009
1000 NW 6TH PL,120010002003006
2204 NW 2ND AVE,120010010004032
1635 NW 7TH PL,120010010004011
7600 NW 13TH ST,120010018032022
100 BLK NW 34TH ST,120010016031024
522 N MAIN ST,120010005001010
642 NW 34TH TERR GAINESVILLE FL,120010016031003
3600 SW 17TH PL,120010015201007
1710 NW 7TH AVENUE,120010010004010
2208 SW 39 DR,120010015211003
1020 NE 7TH PLACE,120010005004003
1601 1637 NW 2ND AVE,120010010003027
4500 4510 NORTHWEST 27TH TERRACE,120010012021000
3440 NORTHEAST STATE ROAD 24,NA
3201 SOUTHWEST 45 STREET,120010022191007
600 622 NE 6TH ST,120010005005013
3902 SW 40TH BLVD,120010015191006
39 NORTHWEST 48TH BOULEVARD,120010016041015
808 810 NE STATE RD 24,120010005003048
8751 NW 42ND RD,NA
4120 NW 35TH ST,120010012011023
3970 3982 SOUTHWEST 20TH AVENUE,120010015201007
2320 2326 SW 34 PL,120010015153000
"100 298 NE 11TH ST
GAINESVILLE FL 32601
UNITED STATES",120010005004029
2120 NW 7TH ST,120010003011013
116 NE 3RD AVE,120010005001016
GRU,NA
307 SW 16TH AVE,120010008082000
807 NW 16TH AVE,120010003012008
2708 NW 8TH AVE,120010010005020
5114 NORTHWEST 8 PLACE,120010017022026
"3535 3625 HULL RD
GAINESVILLE FL 32607
UNITED STATES",NA
328 NORTHWEST 15TH STREET,120010010003034
1024 NW 16TH AVE,120010003011025
2711 CLARK BUTLER BOULEVARD,NA
1275 1299 SW 2ND AVE,120010002005002
111 E UNIVERSITY AVE,120010005001047
305 NW 28TH TER,120010010002002
15 99 SOUTHEAST 1ST AVENUE,NA
3955 SW 21 DRIVE,120010012025017
1619 NW 12TH ST,120010003011025
1839 NW 10TH AVE,120010010001017
1115 NE 5TH PL,120010005004000
3904 NW 21ST TER,120010012025017
3550 SW 34TH ST,120010015191002
1903 NW 45TH AVE,120010012031005
721 799 NE 6TH PL,120010005004008
4010 NW 8TH AVE,120010017021033
112 NE 3RD AVE,120010005001016
3330 NW 31 AVENUE,120010011004007
2025 2033 NW 20TH LN,120010011003020
SR 20,NA
4305 SW 7TH AVE,120010016041000
1526 NE 7TH STREET,120010005003004
1111 NE 22ND COURT,120010006001017
4224 NW 22ND TER,120010012025013
3927 NW 20TH DR,120010012031018
2262 2298 SOUTHWEST WILLISTON ROAD,120011108001005
1619 NE 19 LANE,120010004002011
CLARK BUTLER BOULEVARD,NA
307 391 SE DEPOT AVE,120010005001111
411 SW 2ND AVE,120010002002002
517 SW 10TH ST,120010002006012
1124 NE 3RD AVE,120010005004018
1605 NORTHEAST 6TH TERRACE,120010004003005
2236 2254 NORTHWEST 11TH AVENUE,120010010005012
2331 SW 39 WAY D,120010015211000
5515 NW 28TH TERR,120010018031010
800 NW 31ST DR,120010003023035
1235 SW 9TH RD,120010002006024
13 NW 13TH ST,120010002005000
5408 NORTHWEST 8TH STREET,120010017022026
39TH AVENUE   MAIN STREET,NA
800 NW 34TH ST,120010017021036
2208 NW 7TH LN,120010010004009
519 NORTHWEST 1ST STREET,120010005001010
511 NW 2ND ST,120010005001011
3530 SOUTHWEST 24TH AVENUE,120010015212007
901 NE WALDO RD,120010006001040
2257 NW 11TH AVE,120010010005018
1600 SW ARCHER ROAD,120010009021006
536 NW 31ST AVE,120010003021008
2534 NW 52ND AVE,120010012021000
2101 NW 20TH ST,120010011003008
309 NE 5TH AVE,120010005005023
1128 NW 8TH ST,120010003012039
4303 SW 20TH LN,120010015211011
200 E UNIVERSITY AVE,120010005001023
230 SW 2ND AVE,120010005001062
220 SE 2ND AVENUE,120010005001045
1515 NW 10TH ST,120010003012008
537 NORTHWEST 35TH TERRACE,120010016031005
4113 SOUTHWEST 2ND AVENUE,120010016042008
SW 6TH STREET,NA
600 W UNIVERSITY AVE,120010002004000
700 NE 8TH AVE,120010005003035
3505 WINDMEADOWS BLVD,120010015213035
1635 NORTHWEST 5TH AVENUE,120010010003002
500 522 NORTHEAST 11TH STREET,120010005004014
2377 2399 SW 2ND AVE,120010009011000
NEWBERRY ROAD,NA
5926 NW 25TH TERR,120010018033023
1102 SW 5TH AVE,120010002006007
NORTHWEST 98TH STREET,NA
8223 NW 53RD STREET GAINESVILLE,NA
315 NW 7 TERRACE,120010002001026
920 SW 6TH ST,120010008061003
2727 NW 54 AVE,120010018034017
US 441 SOUTHBOUND   NW 55TH AVENUE,NA
1040 1098 NE 5 TERRACE,120010005003015
811 NW 3RD AVE,120010002004002
460 W UNIVERSITY AVE,120010005001056
1326 NW 7TH AVENUE,120010010004001
217 NE 1ST ST,120010005001017
432 NW 9TH STREET,120010002003022
1310 S MAIN ST,120010008061011
WALDO ROAD GREENWAY,NA
1199 NE 3RD AVE,120010005004030
300 312 NE STATE RD 24,120010005005030
527 NE 12TH ST,120010005004002
3604 3626 NORTHWEST 43RD STREET,120010017011001
407 NORTHWEST 15TH STREET,120010010003001
300 306 NW 8TH ST,120010002003025
1225 SW 1 AVE,120010002005001
"4207 SW 20TH LN
GAINESVILLE FL 32607
UNITED STATES",120010015211000
2204 NORTHWEST 2ND AVENUE,120010010004032
NW 20TH AVE AT NW 8TH ST,NA
111 NW 26TH STREET,120010010002001
949 SOUTHEAST 4 STREET,120010007002076
429 SW 8 ST,120010002006000
603 SE 3RD ST,120010005001101
212 SW 3RD AVE,120010002002011
1325 NW 11TH RD,120010010001027
40TH AVE BETWEEN 10 12TH,NA
1305 NE 6TH TERRACE,120010005003004
4302 NW 25TH TER,120010012021018
3904 NW 20TH TERRACE GAINESVILLE FL,120010012031018
3880 SW 20TH AVENUE,120010015201007
311 SW 13TH ST,120010002005003
3400 NE 39TH AVE,120010019022048
527 NE 12TH ST,120010005004002
100 SE 13TH AVE,120010007002051
611 639 NE STATE RD 24,120010005005012
NW 23RD AVENUE AND NW 6TH STREET,NA
UNIVERSITY AVE AND NE 9TH ST,120010005004028
3415 NW 13TH AVENUE,120010017021010
629 699 NE BLVD,120010005005012
4619 NORTHWEST 20 DRIVE,120010012025000
108 SW 26TH ST,120010010002020
600 NW 5TH AVE,120010002001018
1700 NW 23RD ST,120010011004026
1112 NE 4 ST,120010005003012
227 SW 62ND BLVD,120010016041000
2337 SW ARCHER RD,120010015142000
1790 1826 SW ARCHER RD,120010009021009
300 400 NE 11TH ST,120010005004019
725 NW 13TH ST,120010005004000
2211 NW 27TH TER,120010011004015
1624 NW 6TH ST,120010003011030
1441 NE 20 PL,120010004002016
3500 SOUTHWEST 19TH AVENUE,120010015201007
6TH STREET RAIL TRAIL,NA
2923 NW 45TH AVE,120010012021001
105 NW 30TH ST,120010010002030
904 NORTHWEST 62 STREET,120010016044000
207 SE 5TH AVE,120010005001100
GAINESVILLE,NA
290 358 SOUTHWEST 62ND STREET,120010016044008
721 725 NW 20TH AVE,120010003011022
237 SW 2ND AVE,120010002002001
505 NW 4TH PL,120010016041015
3415 SW 39TH BLVD,120010015191006
325 NE 23RD AVE,120010004003007
1200 1212 NE 5 TERRACE,120010005003006
726 NW 4TH STREET,120010002001002
400 SE 3RD STREET,120010005001080
702 SW 5TH ST,120010002002038
2 NW 14TH ST,120010010003024
114 NE 15TH ST,120010006002024
1213 NE 13TH ST,120010005002011
314 NW 35TH TER,120010016031027
1800 SE 10TH PL,120010007003017
3101 NW 2ND AVE,120010010002012
1126 NORTHWEST 16TH AVENUE,120010003011025
600 NE 9TH ST,120010005004009
4810 NW 8TH AVE,120010017022017
1400 NW 2ND STREET,120010003012019
1225 WEST UNIVERSITY AVENUE,120010002005000
200 E UNIVERSITY AVE,120010005001023
1009 NW 3RD AVE,120010002004005
537 NW 35TH TERR GAINESVILLE FL,120010016031005
4322 NW 20TH TERR,120010012031007
4329 NW 27TH TERRACE,120010012021018
417 NW 17TH ST,120010010003002
105 NW 12TH TER,120010002004007
1710 NW 7TH PLACE,120010010004004
936 1018 SOUTHWEST DEPOT AVENUE GAINESVILLE,120010002006017
2305 NW 13TH ST,120010010005002
1201 NW 31ST DRIVE,120010010005005
405 NE 10TH AVE,120010005003040
1201 NW 31ST DR,120010010005005
3718 SW 24TH AVE,120010015212005
516 SW 40 TERRACE,120010016041000
1915 1923 NW 5TH AVE,120010010004037
3220 FL 26,120010010002001
4322 NW 20TH TERRACE,120010012031007
2221 2617 SE 16TH AVE,120010010005003
1401 NE 2ND ST,120010005003005
406 NE 6TH STREET,120010005005026
1902 NORTHWEST 45TH AVENUE,120010012025000
3011 NE 10TH DR,120010004004011
801 NW 31 DRIVE,120010003023041
36 NORTHWEST 27TH TERRACE,120010010002001
3593 3599 WINDMEADOWS BLVD,120010015213020
1337 NE 37TH PLACE,120010004004000
3951 3999 SOUTHWEST 6TH PLACE,120010016041000
228 NW 15TH AVE,120010003012003
1800 NW7 PL,NA
2132 2144 NORTHWEST 4TH PLACE,120010010004035
1521 NW 5TH ST,120010003012004
700 SE 3 STRRET,120010005001110
NE 8TH AVE AND NE 5TH ST,NA
826 NW 32ND PL,120010003023019
300 BLOCK NW 6TH STREET,120010002001026
2102 NW 55TH AVE,120010017023018
311 SOUTH MAIN STREET,120010005001082
400 NE 16TH AVE,120010004003006
100 NW 62 ST,120010016044001
3036 NW 6TH STREET,120010003023033
1150 N MAIN ST,120010003012022
3630 3654 SW 34TH ST,120010015191002
2646 NW 51ST PL,120010012021009
511 NW 3RD AVE,120010002001023
818 NW 21ST TERRACE,120010010001035
1132 NE 31 AVE,120010004004015
1922 NW 4TH AVE,120010010004037
1324 11TH RD,120010010001024
2917 NE 10TH ST,120010004004013
617 NE 9TH AVE,120010005003036
3850 W NEWBERRY RD,120010016031030
1 39 SE 3RD ST,NA
4006 NW 22ND DR,120010012025013
1534 NW 7TH PL,120010010004003
621 627 NORTHEAST 11TH AVENUE,120010005003018
1704 NW 7TH AVENUE,120010010004010
4450 HULL ROAD 32607,NA
3424 NW 17 ST,120010012031023
3801 NORTHWEST 6TH STREET,120010003021006
3301 NW 30TH AVE GAINESVILLE FLORIDA,120010011004008
112 SE 1ST ST,120010005001058
2725 NW 44 TH PLACE,120010012021018
3 SW 24TH ST,120010010002023
900 NE 9TH ST,120010005003032
1822 NW 6TH AVENUE,120010010004021
320 NW 3RD ST,120010002001020
4322 NW 20 TERR,120010012031007
400 NE 16TH AVENUE,120010004003006
2100 2298 SW 2ND AVE,120010010004047
2029 2039 NW 21ST LN,120010011003021
601 699 SE 12TH ST,120010007001028
4005 SW 26TH DR,120010015162004
UNIVERSITY AVE AND MAIN STREET,120010005001050
1714 1898 SOUTHWEST 34TH STREET,120010015201007
220 NW 15 TERRACE,120010010003012
2337 SW ARCHER RD,120010015142000
597 SOUTHWEST 40TH TERRACE,120010016041000
401 419 NE 6TH ST,120010005005027
304 NW 26TH ST,120010010002028
2917 NE 10TH STREET,120010004004013
901 999 8TH ST,120010005003032
5805 NW 37TH STREET,120010018034001
223 NW 28TH TERRACE,120010010002002
SE 16TH AVE AND WILLISTON RD,NA
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
1425 NW 6TH PL,120010022071007
3604 NW 31ST ST,120010012022011
3929 NW 17TH AVE,120010017021012
201 NW 1ST AVE,120010005001052
8294 NW 52ND ST,NA
301 307 NE 4TH AVE,120010005005032
605 SE 7TH ST,120010005001103
1915 NW 5TH AVENUE,120010010004037
205 299 SOUTHEAST 6 STREET,120010005001040
300 NE 3RD ST,120010005005033
327 NE 2 AVE,120010005001024
2529 SE 11 AVE,120010007003008
406 NORTHWEST 13TH STREET,120010018013009
2252 NORTHWEST 6TH PLACE,120010010004032
5021 W UNIVERSITY AVENUE,NA
4322 NW 20TH TERR GAINESVILLE,120010012031007
SW 34TH ST,NA
452 NW 37 PL,120010003021006
5526 NW 30TH TERRACE,120010018031006
900 SOUTHWEST 62ND BOULEVARD,120010016044006
1819 SW 75TH TERRACE,120010022072022
SW 13TH ST,NA
SW 33RD AVE,NA
700 NE 13TH AVE,120010005003003
2353 SW 32 PL,120010015153000
706 SE 8TH ST,120010007002007
1822 NORTHWEST 8TH AVENUE,120010006001038
2220 SW 39TH WAY,120010015211000
1475 1487 NORTHEAST 8TH AVENUE,120010005004000
408 NE 2ND ST,120010005001008
1716 W UNIVERSITY AVE,120010010003031
1305 NE 7TH TERRACE,120010005003002
300 NW 2ND STREET,120010002001021
3849 WEST UNIVERSITY AVENUE,120010016042002
3806 SOUTHWEST 4TH PLACE,120010016042019
1001 WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,120010006001040
3008 NW 2ND AVE,120010010002010
215 NE 4TH AVE,120010005005033
585 NW 16TH AVE,120010003012005
510 526 NE STATE RD 24,120010005005017
430 N MAIN ST,120010005001010
2306 SW ARCHER RD,120010015141002
306 NW 8TH ST,120010002003025
4821 NW 6TH ST GAINESVILLE FL 32609 USA,120010003022000
1631 NW 5TH AVE,120010010003002
4300 NW 23RD AVE,120010017011022
1902 NW 1ST AVE,120010010004041
1000 NW 6TH AVE,120010002003009
13220 SW 83RD LN,NA
819 999 NW 16TH AVE,120010003012008
1224 SE 20TH STREET,120010007003048
4001 4099 NW 19TH ST,120010012031012
4500 4590 NW 24TH BLVD,120010012021015
2110 NORTHWEST 7TH STREET,120010003011013
2208 NE 9TH TERRACE,120010004003001
2612 SW 2ND AVE,120010010002020
4041 SW 21ST RD,120010015211000
1620 1630 NORTHWEST 23RD STREET,120010011004026
1130 NE 16TH AVENUE  VACANT BEAUTY SUPPLY,120010004003019
2132 NW 7TH PLACE,120010010004008
704 NW 31ST PL,120010003023021
19 231 NE 39TH AVE,NA
101 199 NW 14TH ST,120010010003021
5868 SW 8TH PL,120010016044013
INTERSECTION 39TH AVE AND 43RD ST,NA
1639 NW 11TH RD,120010010001018
550 NE 16TH AVE,120010004003006
1118 NORTHEAST 28TH AVENUE,120010004004011
1125 SE 11TH ST,120010007002035
2215 NW 20TH CT,120010011003014
SW 35TH BLVD,NA
1915 NW 5TH AVENUE,120010010004037
204 SW 3RD AVE,120010002002010
201 NW 28TH TERRACE,120010010002002
101 199 NE 1ST ST,120010005001023
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
1101 1199 NE 1ST AVE,120010005004031
7912 NW 45TH ST,NA
8620 NW 13TH ST 384,120010018032002
3246 SOUTHWEST 20TH AVENUE,120010015201010
3403 NORTHWEST 19TH STREET,120010012031040
3506 3598 SW 1ST WAY,120010008081003
1601 SW 51 TERRACE,120010017022006
4356 SW 21ST LN,120010015211011
211 NW 23RD DR,120010010002024
1516 N MAIN ST,120010003012001
1212 SW 1 AVE,120010002005000
713 NW 11TH AVE,120010003012058
625 NW 22ND ST,120010010004026
11 NE 8TH AVE,120010005001001
2640 2716 NW 53RD AVE,120010012023008
1517 NW 19TH ST,120010010001005
121 GALE LEMERAND DRIVE,NA
698 NORTHWEST 13TH STREET,120010010001028
1526 NW 7TH AVE,120010010004011
2019 NW 21ST LANE,120010011003021
3906 NW 19TH ST,120010012031022
600 604 SOUTHWEST 4TH AVENUE,120010002002007
NE 39TH AVE   NE 28TH DR,NA
901 921 NE 4TH PL,120010005004020
1324 NORTHWEST 2 AVENUE,120010010003019
SW 1ST STREET,NA
400 410 SW 8 ST,120010002006001
801 SOUTHWEST 2ND AVENUE,120010002004019
740 NE 10TH AVE,120010005003025
4399 SW 20TH LN,120010015211009
NW 55 STREET AND NEWBERRY ROAD,120010017023014
1003 NORTHEAST 10TH STREET,120010005002027
3021 NW 30TH TERR,120010011004003
"503 NE 9TH ST
GAINESVILLE FL 32601
UNITED STATES",120010005004015
2000 SW 38TH TER,NA
UNITED STATES POSTAL SERVICE,NA
5801 NW 30TH TERR,120010018031005
1001 WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,120010006001040
2062 NW 11TH RD,120010010001005
600 NW 36TH ST,120010016031007
303 SE 1ST AVE,120010005001031
1941 NW 34TH AVE,120010012031046
700 NORTHEAST 8TH AVENUE,120010005003035
3525 NW 14TH AVENUE,120010017021007
2320 NW 24TH TER,120010011004016
105 NW 12TH TER,120010002004007
5249 5293 NW 8TH AVE,120010022081000
1705 1715 NW 22 DR,120010011003015
1523 NW 4TH ST,120010003012003
4340 NW 27 TH TERRACE,120010012021000
3759 NW 26TH ST,120010012022008
501 503 NE 9TH ST,120010005004015
4731 NW 16TH PL,120010017022014
111 NW 28TH TERRACE,120010010002002
726 734 NE 11TH AVE,120010005003021
2 98 NW 14TH ST,NA
1113 NORTHWEST 4TH AVENUE,120010002003015
619 NORTHWEST 3 STREET,120010002001008
9828 SOUTHWEST ARCHER ROAD,120010022053013
NW 18TH TERRACE   NW 10TH AVE INTERSECTION,NA
114 SE 6TH ST,120010005001030
1001 SW 17TH LN,NA
909 999 SW 6TH ST,120010002006011
1405 NE 8 STREET,120010005003001
112 SW 1ST AVE,120010005001061
4160 NW 50TH DRIVE,120010017011007
7403 NORTHEAST STATE ROAD 24,NA
1609 NE 16TH PL,120010004002018
600 NE 11TH STREET,120010005004013
111 NW 28 TERRACE,120010010002002
4026 NORTHWEST 67 PLACE,120010018034007
1876 1898 NE 10TH AVE,120010006001026
3799 SOUTHWEST 6TH PLACE,120010016041000
NW 53 AVE AND NW 19 ST,NA
1020 SW 21ST AVE,120010008082003
8223 NW 53 STREET,NA
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
ALL OVER CITY,NA
2199 NORTHWEST 5TH AVENUE,120010010004035
100 116 NORTHWEST 18TH STREET,NA
2853 NORTH MAIN STREET,120010004004009
208 214 NW 4TH AVE,120010002001010
3200 NORTHWEST 20TH STREET,120010012031048
707 NORTHWEST 2 AVENUE,120010002004001
400 NW 1ST AVE,120010005001054
700 798 NE 5TH ST,120010005005003
NE 15TH STREET AND 39TH AVE,120010019021021
NE 9TH ST,NA
1000 NW 6TH PL GAINESVILLE,120010002003006
2 W UNIVERSITY AVE,120010005001050
2823 SOUTHWEST 40 AVENUE,120010015172008
109 S MAIN ST,120010005001058
NORTHWEST 82ND BOULEVARD,NA
100 SW 2ND AVE,120010005001094
2838 NORTHWEST 39TH AVENUE,120010012021010
4616 NW 33 TERRACE,120010012024000
809 SW 9TH ST,120010002006015
4015A SW 26TH DR,120010015162004
1011 SE 2ND AVE,120010007001022
2266 NW 52ND PL,120010012025006
20 SW 8 ST,120010002004025
2600 SOUTHWEST WILLISTON ROAD,120010015171013
1606 NW 22ND ST,120010011003017
6715 NW  34 TERRACE,120010018034001
1001 WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,120010006001040
3574 3806 NE 15TH ST,120010004004000
1214 SW 1ST AVE,120010002005000
301 NORTHEAST 4TH STREET,120010005005031
BETWEEN BLUE CREEK AND DEER RUN,NA
4526 NW 41ST PLACE,120010018113027
704 NW 31 PLACE,120010003023021
1318 NE 15TH STREET,120010005002002
600 NW 10TH ST,120010002003009
4329 NW 27TH TERRACE,120010012021018
INTERSECTION OF NW 32ND   141ST STREET,NA
110 SE 4TH PL,120010005001081
621 SW 33RD PL,120010008081003
1212 SOUTHWEST 1 AVENUE,120010002005000
1537 NW 7TH AVE,120010010004012
808 NE 7TH PLACE,120010005004005
515 N MAIN ST,120010005001009
1810 1818 NE 17TH WAY,120010004002020
2200 NORTHWEST 45TH AVENUE,120010017022017
HEAVENER HALL,NA
3858 3906 NORTHWEST 31ST PLACE,120010011001011
699 SOUTHEAST 2ND AVENUE,120010005001042
1037 1119 NORTHWEST 43RD STREET,120010017021031
110 SE 8TH ST,120010005001039
2732 SW 5TH PL,120010010002026
1904 NORTHWEST 36TH DRIVE,120010011002016
INTERSECTION OF SE 19TH TER   SE 14TH  AVE,NA
2132 NW 7TH PL,120010010004008
UNIVERSITY LUTHERAN CHURCH   STUDENT CENTER,NA
SW ARCHER RD   SW 16TH ST,NA
4322 NW 20TH TERR,120010012031007
535 NE 12TH ST,120010005004002
14 NE 8TH AVE,120010003012061
4330 NW 27TH DR,120010012021018
1882 NW 6TH AVENUE,120010010004021
1336 NW 5TH AVE,120010010004030
NE 15TH STREET AND NE 39TH AVE,120010019021021
966 GALE LEMERAND DRIVE,NA
1100 1200 NORTHEAST 6 STREET,120010003012042
SE 8TH PLACE   SE 23RD AVE,NA
2028 NORTHWEST 33RD AVENUE,120010012031045
806 NW 18TH TERRACE,120010010001012
2228 NW 7TH LANE,120010010004009
607 SOUTHWEST 5TH STREET,120010002002020
NW 15TH PL   NW 30TH ST,NA
1402 W UNIVERSITY AVE GAINESVILLE,120010010003024
1 39 S MAIN ST,NA
710 NE 3RD AVE,120010005004023
1929 NW 42 PLACE,120010012031020
300 398 NE STATE RD 24,120010005005030
