Tract,Assigned To:,Request Type,Cluster Group,Population,Median Income,Per Capita,Under Poverty,Caucasians,Latinos,African Americans,Others,High School Graduates,Bachelors Degree,Graduate or PhD Degree,US Citizens by Birth,US Citizens via Naturalization,Non US Citizens,Unemployed Veterns,Unemployed Non-Veterns,Employed Veterns,Employed Non-Veterns,Veterns Labor Force,Non-Veterns Labor Force,High School Enrollment,Undergraduate Enrollment,Graduate or PhD Enrollment
1000,Public Services,Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
301,Neighborhood,Trash/Debris (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
200,Public Services,Right-of-Way Maintenance,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
902,Public Services,Right-of-Way Maintenance,1,6733,2646,2155,10,5186,1145,613,45,35,10,40,6010,243,263,0,284,0,1123,0,1407,4,6617,58
200,Neighborhood,Trash/Debris (Public Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1203,Public Services,Other,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
400,Transportation,Parking Enforcement,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1100,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1803,Neighborhood,Trash/Debris (Private Property),1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
400,Health and Public Safety,Traffic Enforcement,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1000,Public Services,Right-of-Way Maintenance,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
301,Neighborhood,Tree/Limbs (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
808,Public Services,Streetlight/Lamp,1,3305,19755,19644,1235,1949,467,709,19,444,451,478,2646,215,370,0,92,41,1204,41,1296,82,834,333
200,Public Services,Other,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
400,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
400,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1000,Transportation,Parking in Yard (Other Than Driveway),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Public Services,Streetlight/Lamp,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Neighborhood,General Code Issue,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Neighborhood,Trash/Debris (Private Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Neighborhood,General Code Issue,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Transportation,Parking Meter Malfunction,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Public Services,Streetlight/Lamp,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
200,Transportation,Parking Enforcement,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
809,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,1231,24085,24212,303,773,132,245,16,200,246,205,970,49,155,0,34,0,273,0,307,21,125,178
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Public Services,Road Repair,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Vehicle (Abandoned/Non-Operational),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Transportation,Parking in Yard (Other Than Driveway),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1603,Neighborhood,Grass (Overgrown),1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
301,Public Services,Street Sign,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
806,Public Services,Maintenance Ditch/Drainage/Flooding,1,2414,17448,19195,978,1583,206,231,15,158,212,533,1760,164,464,0,85,8,889,8,974,26,700,588
200,Neighborhood,Trash/Debris (Public Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1000,Neighborhood,Building (Abandoned/Damaged),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Neighborhood,Trash/Debris (Private Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
400,Neighborhood,Trash/Debris (Private Property),3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
400,Public Services,Road Repair,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1803,Public Services,Sidewalk Repair,1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
1000,Public Services,Streetlight/Lamp,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1202,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
400,Neighborhood,Trash/Debris (Private Property),3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Public Services,Street Sign,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
200,Public Services,Road Repair,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
500,Neighborhood,Trash/Debris (Private Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Neighborhood,Trash/Debris (Private Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1603,Public Services,Right-of-Way Maintenance,1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
1000,Public Services,Traffic/Pedestrian Signal,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1202,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
400,Public Services,Road Repair,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
301,Neighborhood,Trash/Debris (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1202,Public Services,Traffic/Pedestrian Signal,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1202,Neighborhood,Tree/Limbs (Public Property),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1604,Public Services,Road Repair,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
200,Neighborhood,Building (Abandoned/Damaged),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1203,Public Services,Maintenance Ditch/Drainage/Flooding,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
500,Neighborhood,Trash/Debris (Private Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1521,Neighborhood,Trash/Debris (Private Property),1,4229,17670,16308,1711,2655,719,909,20,380,433,299,3526,261,361,0,58,87,1824,87,1882,61,1007,528
600,Neighborhood,Tree Planting Suggestion,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
200,Neighborhood,Trash/Debris (Private Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1203,Neighborhood,General Code Issue,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
200,Neighborhood,Trash/Debris (Public Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
302,Public Services,Road Repair,1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Neighborhood,General Code Issue,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
400,Public Services,Traffic/Pedestrian Signal,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1000,Transportation,Parking Enforcement,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Transportation,Parking in Yard (Other Than Driveway),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1604,Health and Public Safety,Traffic Enforcement,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1100,Public Services,Other,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
200,Public Services,Road Repair,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
400,Neighborhood,Tree/Limbs (Public Property),3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1803,Neighborhood,Tree/Limbs (Public Property),1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
1000,Transportation,Parking in Yard (Other Than Driveway),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Transportation,Parking Enforcement,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Neighborhood,Trash/Debris (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
302,Neighborhood,Trash/Debris (Private Property),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1203,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1514,Public Services,Traffic/Pedestrian Signal,1,1561,22958,26330,716,1173,178,175,42,129,190,359,1274,187,80,0,31,0,584,0,615,0,360,433
301,Neighborhood,Tree/Limbs (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
500,Public Services,Traffic/Pedestrian Signal,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
809,Neighborhood,Tree/Limbs (Public Property),1,1231,24085,24212,303,773,132,245,16,200,246,205,970,49,155,0,34,0,273,0,307,21,125,178
1000,Public Services,Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
200,Public Services,Maintenance Ditch/Drainage/Flooding,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
200,Neighborhood,Tree/Limbs (Public Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
600,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1203,Public Services,Right-of-Way Maintenance,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1520,Health and Public Safety,Noise Complaint,1,2281,11997,10068,1458,1515,446,454,7,281,273,87,1609,111,522,0,35,0,606,0,641,0,1126,279
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1100,Public Services,Other,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1604,Health and Public Safety,Vehicle (Abandoned/Non-Operational),4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Transportation,Parking Enforcement,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Road Repair,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
200,Neighborhood,Trash/Debris (Public Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
302,Neighborhood,Building (Abandoned/Damaged),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
1203,Public Services,Other,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1517,Neighborhood,General Code Issue,1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
1521,Neighborhood,General Code Issue,1,4229,17670,16308,1711,2655,719,909,20,380,433,299,3526,261,361,0,58,87,1824,87,1882,61,1007,528
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Public Services,Right-of-Way Maintenance,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Public Services,Streetlight/Lamp,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
302,Neighborhood,Tree/Limbs (Public Property),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
301,Public Services,Sidewalk Repair,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Public Services,Sidewalk Repair,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Public Services,Sidewalk Repair,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Public Services,Streetlight/Lamp,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Public Services,Sidewalk Repair,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
806,Public Services,Maintenance Ditch/Drainage/Flooding,1,2414,17448,19195,978,1583,206,231,15,158,212,533,1760,164,464,0,85,8,889,8,974,26,700,588
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Health and Public Safety,Vehicle (Abandoned/Non-Operational),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
301,Public Services,Other,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
500,Neighborhood,Trash/Debris (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
809,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,1231,24085,24212,303,773,132,245,16,200,246,205,970,49,155,0,34,0,273,0,307,21,125,178
200,Neighborhood,General Code Issue,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
302,Neighborhood,Trash/Debris (Private Property),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
1100,Neighborhood,Tree/Limbs (Public Property),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
301,Neighborhood,Grass (Overgrown),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
500,Public Services,Maintenance Ditch/Drainage/Flooding,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
400,Public Services,Other,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1000,Transportation,Parking Enforcement,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1520,Health and Public Safety,Noise Complaint,1,2281,11997,10068,1458,1515,446,454,7,281,273,87,1609,111,522,0,35,0,606,0,641,0,1126,279
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1202,Public Services,Maintenance Ditch/Drainage/Flooding,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
302,Neighborhood,Trash/Debris (Private Property),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Public Services,Maintenance Ditch/Drainage/Flooding,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
200,Public Services,Traffic/Pedestrian Signal,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1803,Neighborhood,Trash/Debris (Private Property),1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
200,Public Services,Road Repair,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1203,Public Services,Other,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1519,Neighborhood,General Code Issue,1,2877,10892,12055,1882,1374,294,550,22,134,492,303,1864,118,879,6,193,0,1216,6,1409,65,971,676
1519,Public Services,Road Repair,1,2877,10892,12055,1882,1374,294,550,22,134,492,303,1864,118,879,6,193,0,1216,6,1409,65,971,676
1000,Public Services,Sidewalk Repair,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1203,Neighborhood,General Code Issue,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
302,Neighborhood,Trash/Debris (Private Property),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
500,Neighborhood,General Code Issue,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Neighborhood,Grass (Overgrown),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Transportation,Request for New Streetlight/Lamp,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Health and Public Safety,Traffic Enforcement,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Neighborhood,Trash/Debris (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Traffic/Pedestrian Signal,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Public Services,Sidewalk Repair,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
200,Public Services,Other,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1000,Public Services,Maintenance Ditch/Drainage/Flooding,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Trash/Debris (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Transportation,Parking in Yard (Other Than Driveway),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
200,Public Services,Street Sign,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1520,Public Services,Other,1,2281,11997,10068,1458,1515,446,454,7,281,273,87,1609,111,522,0,35,0,606,0,641,0,1126,279
200,Public Services,Road Repair,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1604,Neighborhood,Tree/Limbs (Public Property),4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1604,Public Services,Road Repair,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
302,Neighborhood,Trash/Debris (Private Property),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
1202,Public Services,Sidewalk Repair,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
301,Neighborhood,General Code Issue,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Neighborhood,General Code Issue,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Neighborhood,General Code Issue,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Neighborhood,General Code Issue,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Health and Public Safety,General Police Enforcement,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
500,Neighborhood,General Code Issue,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
