Address,Census Code,Geo ID,Tract,Population,Median Income,Per Capita,Under Poverty,Employed
NE 10TH AVE & NE 6TH TER,NA,NA,NA,NA,NA,NA,NA,NA
3901-4299 NW 16TH ST,120010012031012,12001001203,001203,3542,33315,673,28551,2975
525-601 SOUTHWEST 42ND STREET,120010016042013,12001001604,001604,8129,18544,918,20622,7700
2532 SW 14TH DR,120010008091023,12001000809,000809,1231,24085,125,24212,1159
3115 NW 8TH STREET,120010003023034,12001000302,000302,2343,24292,414,25223,1967
738 NW 22ND AVE,120010003011006,12001000301,000301,4355,20845,615,19201,3871
2306 SW 13TH STREET,120010008091023,12001000809,000809,1231,24085,125,24212,1159
2335-2365 W UNIVERSITY AVE,120010010002031,12001001000,001000,5596,16646,783,37463,5223
334 SE 21ST STEET,120010006003056,12001000600,000600,5195,20582,987,13268,3835
412 NW 3RD ST,120010002001011,12001000200,000200,6671,7174,282,11678,6534
NE 3RD AVE,NA,NA,NA,NA,NA,NA,NA,NA
439 S MAIN ST,120010005001088,12001000500,000500,5171,24516,872,30253,4560
452 NW 37TH PL,120010003021006,12001000302,000302,2343,24292,414,25223,1967
1815 NW 42ND AVE,120010012031013,12001001203,001203,3542,33315,673,28551,2975
4526 NW 41ST PL,120010018113027,12001001811,001811,6890,38813,1697,46540,5761
2046 NORTHWEST 50TH PLACE,120010012025000,12001001202,001202,7309,33838,1572,39611,6253
3700 NW 19TH ST,120010012022000,12001001202,001202,7309,33838,1572,39611,6253
820 NW 19TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
536 SOUTHWEST 2ND AVENUE,120010005001065,12001000500,000500,5171,24516,872,30253,4560
2270 NW 21 AVE,120010011003013,12001001100,001100,7143,40000,1752,39743,5676
2901-2915 SOUTHWEST 35TH PLACE,120010015172000,12001001517,001517,4969,17613,455,15437,4546
434 NW 15TH ST,120010010003002,12001001000,001000,5596,16646,783,37463,5223
4311 NW 16 PL,120010017022012,12001001702,001702,5622,38289,1352,40794,4560
101–199 SE 1ST AVE,120010005001057,12001000500,000500,5171,24516,872,30253,4560
2900 NE 9TH ST,120010004004009,12001000400,000400,6655,23015,1246,18756,4711
WALDO ROAD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
3194-3258 NW 8TH AVE,120010010005010,12001001000,001000,5596,16646,783,37463,5223
1005 SOUTHEAST 4 STREET,120010007002019,12001000700,000700,6395,19240,1305,19984,5284
2112-2116 SW 16TH ST,120010008091004,12001000809,000809,1231,24085,125,24212,1159
1125 NORTHWEST 22 STREET,120010010001010,12001001000,001000,5596,16646,783,37463,5223
4418 NW 27TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
325 NE 9TH STREET,120010005004020,12001000500,000500,5171,24516,872,30253,4560
1653 NW 16TH AV,120010010001002,12001001000,001000,5596,16646,783,37463,5223
3400-3598 SW 91ST ST,120010022082000,12001002208,002208,2797,42721,756,48157,2347
720 SE 9TH PLACE,120010007002022,12001000700,000700,6395,19240,1305,19984,5284
2808 NORTHWEST 34TH STREET,120010011001014,12001001100,001100,7143,40000,1752,39743,5676
908 NE 8TH AVE,120010005002038,12001000500,000500,5171,24516,872,30253,4560
1921-1927 NW 22ND ST,120010011003018,12001001100,001100,7143,40000,1752,39743,5676
2784 NW 13TH ST,120010012032004,12001001203,001203,3542,33315,673,28551,2975
1401 NE 2ND ST,120010005003005,12001000500,000500,5171,24516,872,30253,4560
520 NW 6TH PL,120010002001006,12001000200,000200,6671,7174,282,11678,6534
2227 NW 7TH LANE,120010010004009,12001001000,001000,5596,16646,783,37463,5223
817 NW 16TH AVE,120010003012008,12001000301,000301,4355,20845,615,19201,3871
4341 NW 28TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
1712 NW 49TH TER,120010017022003,12001001702,001702,5622,38289,1352,40794,4560
1599 NW 19TH CIR,120010011003032,12001001100,001100,7143,40000,1752,39743,5676
2235-2245 NORTHWEST 5TH PLACE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
800 NW 19TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
2204 NW 2 AVE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
701 SW 23 PL,120010008083004,12001000808,000808,3305,19755,460,19644,2930
NE 2ND ST AND NE 13TH AVE,120010003012000,12001000301,000301,4355,20845,615,19201,3871
309 SE 7TH ST,120010005001075,12001000500,000500,5171,24516,872,30253,4560
2901 SW 13TH ST,120010008083001,12001000808,000808,3305,19755,460,19644,2930
1841 NW 14TH AVE,120010010001006,12001001000,001000,5596,16646,783,37463,5223
819 NW 39TH DR,120010017021024,12001001702,001702,5622,38289,1352,40794,4560
915 NE 8TH AVE,120010005004004,12001000500,000500,5171,24516,872,30253,4560
2021 NORTHWEST 11TH ROAD,120010010001015,12001001000,001000,5596,16646,783,37463,5223
1212 SW 1 AVE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
NW 2ND ST,NA,NA,NA,NA,NA,NA,NA,NA
2300 NW 13TH ST,120010022043021,12001002204,002204,11308,41581,2960,39366,8593
2134 EAST UNIVERSITY AVENUE,120010010004044,12001001000,001000,5596,16646,783,37463,5223
1–99 SE 2ND AVE,NA,NA,NA,NA,NA,NA,NA,NA
620 NE BLVD,120010005005010,12001000500,000500,5171,24516,872,30253,4560
EAST END EATERY,NA,NA,NA,NA,NA,NA,NA,NA
204 NORTHEAST WALDO ROAD,120010005004030,12001000500,000500,5171,24516,872,30253,4560
3505 NW 39TH LN,120010012011023,12001001201,001201,3421,32714,964,32910,2912
2043 NW 7TH LANE,120010010004026,12001001000,001000,5596,16646,783,37463,5223
320  NW  24  TH ST,120010010002001,12001001000,001000,5596,16646,783,37463,5223
TRAFFIC SIGNALS ON SW 13TH STREET TO WILLISTON RD AT 5 AM,NA,NA,NA,NA,NA,NA,NA,NA
3320 NW 17TH ST,120010012031040,12001001203,001203,3542,33315,673,28551,2975
3453 SW WILLISTON RD,120010021012000,12001002101,002101,2098,30058,486,29827,1719
600 NW 23RD AVE,120010003023046,12001000302,000302,2343,24292,414,25223,1967
207 NW 35TH TERRACE GAINESVILLE,120010016031026,12001001603,001603,1467,17042,213,24036,1311
NW 10TH ST & NW 8TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
910 SE 8TH AVE,120010007002003,12001000700,000700,6395,19240,1305,19984,5284
825 NE 4TH AVE,120010005004024,12001000500,000500,5171,24516,872,30253,4560
1601 SW 51 TERRACE,120010017022006,12001001702,001702,5622,38289,1352,40794,4560
600–1198 NE 4TH PL,120010005004018,12001000500,000500,5171,24516,872,30253,4560
MILLRUN,NA,NA,NA,NA,NA,NA,NA,NA
732 NW 4TH STREET,120010002001002,12001000200,000200,6671,7174,282,11678,6534
NW 14TH AVE BETWEEN 2ND AND 4TH STREETS AND 4TH AND 6TH STREETS,NA,NA,NA,NA,NA,NA,NA,NA
305 NE 5TH AVE,120010005005023,12001000500,000500,5171,24516,872,30253,4560
6519 W NEWBERRY RD,120010022023021,12001002202,002202,6301,43223,1563,45904,4850
819 SE 2ND AVE,120010005001070,12001000500,000500,5171,24516,872,30253,4560
2337 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
2615 NW 20TH ST,120010011003008,12001001100,001100,7143,40000,1752,39743,5676
405 NE 5TH AVE,120010005005024,12001000500,000500,5171,24516,872,30253,4560
NE 7TH ST AND NE 8TH AVE,120010005003035,12001000500,000500,5171,24516,872,30253,4560
1325 NW 11TH RD,120010010001027,12001001000,001000,5596,16646,783,37463,5223
508 NW 2 AVE,120010002001023,12001000200,000200,6671,7174,282,11678,6534
1018 NE 14TH AVE,120010005003042,12001000500,000500,5171,24516,872,30253,4560
1520 NORTHWEST 34TH STREET,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
6431 NW 26TH TERRACE,120010018033000,12001001803,001803,5457,28901,1280,30587,4622
537 NW 34TH DR,120010016031003,12001001603,001603,1467,17042,213,24036,1311
1024 NORTHEAST 14TH STREET,120010005002011,12001000500,000500,5171,24516,872,30253,4560
527 NE 12TH ST,120010005004002,12001000500,000500,5171,24516,872,30253,4560
MYRTLE LN,NA,NA,NA,NA,NA,NA,NA,NA
SW 13TH ST,NA,NA,NA,NA,NA,NA,NA,NA
4021 NORTHWEST 21ST STREET,120010012031019,12001001203,001203,3542,33315,673,28551,2975
2280 NW 21ST AVE,120010011003013,12001001100,001100,7143,40000,1752,39743,5676
408 SE 6TH TERRACE,120010005001077,12001000500,000500,5171,24516,872,30253,4560
721 NW 39TH ROAD,120010016031008,12001001603,001603,1467,17042,213,24036,1311
4719 NW 53RD AVENUE,120010018112004,12001001811,001811,6890,38813,1697,46540,5761
1000-1022 NORTHWEST 16TH AVENUE,120010003011033,12001000301,000301,4355,20845,615,19201,3871
1350-1402 SOUTHEAST 4 STREET,120010007002070,12001000700,000700,6395,19240,1305,19984,5284
2120 NW 23RD ST,120010011004025,12001001100,001100,7143,40000,1752,39743,5676
3755 NORTHWEST 7TH AVENUE,120010016031008,12001001603,001603,1467,17042,213,24036,1311
SW 37TH BLVD,NA,NA,NA,NA,NA,NA,NA,NA
151 NORTHWEST 14TH STREET,120010010003021,12001001000,001000,5596,16646,783,37463,5223
2140 NW 11TH AVENUE,120010010001005,12001001000,001000,5596,16646,783,37463,5223
1638 NW 23RD AVE,120010012032006,12001001203,001203,3542,33315,673,28551,2975
1399 NORTHEAST 9TH STREET,120010005002014,12001000500,000500,5171,24516,872,30253,4560
3016 N E 19 ST,120010004001005,12001000400,000400,6655,23015,1246,18756,4711
2101 NORTHWEST 8TH AVENUE,120010022081000,12001002208,002208,2797,42721,756,48157,2347
"3630 SW 47TH AVE
GAINESVILLE FL 32608
UNITED STATES",120010022191011,12001002219,002219,6838,25614,1400,21515,5055
4126 NW 34TH DRIVE,120010012011023,12001001201,001201,3421,32714,964,32910,2912
1526 NE 7TH STREET AND,120010005003004,12001000500,000500,5171,24516,872,30253,4560
310 NW 15TH AVENUE,120010003012003,12001000301,000301,4355,20845,615,19201,3871
518 NW 36TH AVE,120010003021006,12001000302,000302,2343,24292,414,25223,1967
6518 NW 26TH TERRACE,120010018033010,12001001803,001803,5457,28901,1280,30587,4622
4910 NW 8TH AVE,120010017022017,12001001702,001702,5622,38289,1352,40794,4560
851-877 NW 10TH ST,120010003012048,12001000301,000301,4355,20845,615,19201,3871
NW 13 ST AND STADIUM RD,NA,NA,NA,NA,NA,NA,NA,NA
2600 NW 6TH ST,120010003023025,12001000302,000302,2343,24292,414,25223,1967
318 NW 24TH STREET,120010010002001,12001001000,001000,5596,16646,783,37463,5223
2163 NORTHWEST 8TH AVENUE,120010022081000,12001002208,002208,2797,42721,756,48157,2347
3833 NORTHWEST 34TH STREET,120010012022011,12001001202,001202,7309,33838,1572,39611,6253
1314 NE 8TH ST,120010005003002,12001000500,000500,5171,24516,872,30253,4560
MILLRUN SW 20TH,NA,NA,NA,NA,NA,NA,NA,NA
2257 NW 15TH AVE,120010010005001,12001001000,001000,5596,16646,783,37463,5223
1515 N MAIN ST,120010003012000,12001000301,000301,4355,20845,615,19201,3871
1709 NE 15TH ST,120010004002028,12001000400,000400,6655,23015,1246,18756,4711
3950 SW ARCHER RD,120010015213024,12001001521,001521,4229,17670,527,16308,3882
1311 SW 13TH ST,120010008061010,12001000806,000806,2414,17448,263,19195,2268
517 SW 10TH ST,120010002006012,12001000200,000200,6671,7174,282,11678,6534
400  BLOCK NE 2ND ST,120010005001008,12001000500,000500,5171,24516,872,30253,4560
1801 NW 23RD AVENUE,120010011004025,12001001100,001100,7143,40000,1752,39743,5676
1812-1902 S MAIN ST,120010008082000,12001000808,000808,3305,19755,460,19644,2930
NW 22ND STREET AND NW 7TH AVE,120010010004026,12001001000,001000,5596,16646,783,37463,5223
7022,NA,NA,NA,NA,NA,NA,NA,NA
22 NW 13TH ST,120010007001001,12001000700,000700,6395,19240,1305,19984,5284
4617 NW 41ST STREET,120010012011012,12001001201,001201,3421,32714,964,32910,2912
3527 SW 20TH AVE,120010015212005,12001001521,001521,4229,17670,527,16308,3882
310 NORTHWEST 7TH AVENUE,120010002001001,12001000200,000200,6671,7174,282,11678,6534
1300-1428 NW 8TH AVE,120010010001029,12001001000,001000,5596,16646,783,37463,5223
428 NW 2ND AVENUE,120010002001023,12001000200,000200,6671,7174,282,11678,6534
2400–2898 SW 14TH DR,120010008091023,12001000809,000809,1231,24085,125,24212,1159
NW 43RD ST,NA,NA,NA,NA,NA,NA,NA,NA
400-566 NE 16TH AVE,120010004003006,12001000400,000400,6655,23015,1246,18756,4711
2715 NW 4TH AVE,120010010002005,12001001000,001000,5596,16646,783,37463,5223
SW 20TH AVE & SW 34TH ST,NA,NA,NA,NA,NA,NA,NA,NA
1306 NW 7TH RD,120010010004001,12001001000,001000,5596,16646,783,37463,5223
3131 NORTHWEST 10TH PLACE,120010010005016,12001001000,001000,5596,16646,783,37463,5223
3023 NORTHEAST 11TH TERRACE,120010004004014,12001000400,000400,6655,23015,1246,18756,4711
1052–1498 NW 31ST DR,120010010005005,12001001000,001000,5596,16646,783,37463,5223
205-215 NORTHEAST 3RD STREET,120010005005035,12001000500,000500,5171,24516,872,30253,4560
1200 - 1400 NW 18TH STREET,120010010001005,12001001000,001000,5596,16646,783,37463,5223
1827 SW 49 PL,120011108001017,12001110800,110800,1853,34643,386,41135,1692
817 NW 37TH TERRACE,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
1127 NW 15TH ST,120010010001024,12001001000,001000,5596,16646,783,37463,5223
1403-1427 NORTHWEST 9TH AVENUE,120010010001029,12001001000,001000,5596,16646,783,37463,5223
1220 - 1222 WEST UNVERSITY AVENUE,120010002004007,12001000200,000200,6671,7174,282,11678,6534
1811 NE 28TH AVE,120010004001001,12001000400,000400,6655,23015,1246,18756,4711
407 NORTHWEST 15TH STREET,120010010003001,12001001000,001000,5596,16646,783,37463,5223
NE 39TH AVE & NE 28TH DR,NA,NA,NA,NA,NA,NA,NA,NA
2616 NW 11TH AVE,120010010005003,12001001000,001000,5596,16646,783,37463,5223
1540 NE WALDO RD,120010005002000,12001000500,000500,5171,24516,872,30253,4560
1405 NORTHWEST 31 DRIVE,120010010005005,12001001000,001000,5596,16646,783,37463,5223
301-399 NE 2ND ST,NA,NA,NA,NA,NA,NA,NA,NA
VARIOUS,NA,NA,NA,NA,NA,NA,NA,NA
1610 NW 16TH TERRACE,120010011003032,12001001100,001100,7143,40000,1752,39743,5676
2228 NORTHWEST 2ND AVENUE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
901 NW 4TH ST,120010003012051,12001000301,000301,4355,20845,615,19201,3871
NORMAN HALL ADDITION,NA,NA,NA,NA,NA,NA,NA,NA
417 NW 39 TD,120010016031008,12001001603,001603,1467,17042,213,24036,1311
3545 SW 47 AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
2441 NW 43RD STREET,120010011002012,12001001100,001100,7143,40000,1752,39743,5676
8207 NORTHWEST 53RD STREET,NA,NA,NA,NA,NA,NA,NA,NA
505-513 NE 9 AVE,120010005003045,12001000500,000500,5171,24516,872,30253,4560
600-614 NORTHWEST 8TH AVENUE,120010003012063,12001000301,000301,4355,20845,615,19201,3871
1101 NE 4 ST,120010005003013,12001000500,000500,5171,24516,872,30253,4560
MEDIAN  BETW SE2ND AV & SE 3RDST,NA,NA,NA,NA,NA,NA,NA,NA
200 E UNIVERSITY AVE,120010005001023,12001000500,000500,5171,24516,872,30253,4560
1715 NW 22ND STREET,120010011003018,12001001100,001100,7143,40000,1752,39743,5676
1700-1898 NW 22 ST,120010011003030,12001001100,001100,7143,40000,1752,39743,5676
1–109 NW 20TH TER,NA,NA,NA,NA,NA,NA,NA,NA
209 NW 4TH PL,120010002001010,12001000200,000200,6671,7174,282,11678,6534
900-998 8TH ST,120010005003031,12001000500,000500,5171,24516,872,30253,4560
2206 W UNIVERSITY AVE,120010010004033,12001001000,001000,5596,16646,783,37463,5223
2204 NW 5TH PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
301 SE 7TH ST,120010005001075,12001000500,000500,5171,24516,872,30253,4560
3500 NE WALDO RD,120010004001000,12001000400,000400,6655,23015,1246,18756,4711
1633 NW 14 AVENUE,120010010001032,12001001000,001000,5596,16646,783,37463,5223
307 SW 16TH AVE,120010008082000,12001000808,000808,3305,19755,460,19644,2930
210 NW 24TH ST,120010010002001,12001001000,001000,5596,16646,783,37463,5223
237 SW 2ND AVE,120010002002001,12001000200,000200,6671,7174,282,11678,6534
2007 NE 9TH PL,120010006001007,12001000600,000600,5195,20582,987,13268,3835
1014-1040 NE 5 TERRACE,120010005003015,12001000500,000500,5171,24516,872,30253,4560
4800 SOUTHWEST 34TH STREET,120010015191006,12001001519,001519,2877,10892,225,12055,2801
585 NW 15TH AVE,120010003012017,12001000301,000301,4355,20845,615,19201,3871
3900 NW 15 AVE,120010017021012,12001001702,001702,5622,38289,1352,40794,4560
2010 NW 36TH DR,120010011002016,12001001100,001100,7143,40000,1752,39743,5676
316-322 NW 7 TERRACE,120010002001025,12001000200,000200,6671,7174,282,11678,6534
323 NW 6TH ST,120010002001006,12001000200,000200,6671,7174,282,11678,6534
815 NE 10TH AVE,120010005003032,12001000500,000500,5171,24516,872,30253,4560
27-99 SW 2ND ST,NA,NA,NA,NA,NA,NA,NA,NA
1126 NW 16TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
736-798 NW 9TH ST,120010002003001,12001000200,000200,6671,7174,282,11678,6534
223 S MAIN ST,120010005001082,12001000500,000500,5171,24516,872,30253,4560
NW 53 AVE AND NW 19 ST,NA,NA,NA,NA,NA,NA,NA,NA
902 N MAIN ST,120010003012056,12001000301,000301,4355,20845,615,19201,3871
1339 NW 25TH TERRACE,120010010005002,12001001000,001000,5596,16646,783,37463,5223
1518 NW 7TH AVE,120010010004011,12001001000,001000,5596,16646,783,37463,5223
4005 NW 9TH CT,120010017021033,12001001702,001702,5622,38289,1352,40794,4560
2623 NW 74TH PL BUILDING 1 BAY 9,120010018023111,12001001802,001802,2399,20700,586,19394,1981
4326 NW 27TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
2 SOUTHWEST 1ST AVENUE,120010005001060,12001000500,000500,5171,24516,872,30253,4560
PRESIDENT'S HOUSE,NA,NA,NA,NA,NA,NA,NA,NA
2300 SE 11 AVE,120010007003011,12001000700,000700,6395,19240,1305,19984,5284
2120 SW 16TH ST,120010008091004,12001000809,000809,1231,24085,125,24212,1159
2377-2467 SOUTHWEST 43RD STREET,120010015211000,12001001521,001521,4229,17670,527,16308,3882
THE VALLEY NEIGHBORHOOD,NA,NA,NA,NA,NA,NA,NA,NA
"2735 SW 35TH PL
GAINESVILLE FL 32608
UNITED STATES",120010015172004,12001001517,001517,4969,17613,455,15437,4546
SOUTHWEST 10TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
537 NW 35TH TERRACE,120010016031005,12001001603,001603,1467,17042,213,24036,1311
5-91 SOUTHEAST DEPOT AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
1300-1398 NORTHWEST 43RD TERRACE,120010017022020,12001001702,001702,5622,38289,1352,40794,4560
1213 NW 39TH AVE,120010003023000,12001000302,000302,2343,24292,414,25223,1967
NW 10TH ST & W UNIVERSITY AVE,NA,NA,NA,NA,NA,NA,NA,NA
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
6005 NORTHWEST 23RD TERRACE,120010018033019,12001001803,001803,5457,28901,1280,30587,4622
NW 39TH AV / NW 13TH ST,NA,NA,NA,NA,NA,NA,NA,NA
1400 NW 2ND STREET,120010003012019,12001000301,000301,4355,20845,615,19201,3871
315 NE 8TH ST,120010005004024,12001000500,000500,5171,24516,872,30253,4560
3475-3513 SOUTHWEST 2ND AVENUE,120010016041000,12001001604,001604,8129,18544,918,20622,7700
207 NW 35TH TERRACE,120010016031026,12001001603,001603,1467,17042,213,24036,1311
1123-1199 NE 9 AVE,120010005002034,12001000500,000500,5171,24516,872,30253,4560
1607-1619 NW 12TH ST,120010003011025,12001000301,000301,4355,20845,615,19201,3871
627-699 SE 2ND PL,120010005001069,12001000500,000500,5171,24516,872,30253,4560
NW 16TH AVE & NW 16TH TER,NA,NA,NA,NA,NA,NA,NA,NA
722 NW 15TH AVE,120010003012007,12001000301,000301,4355,20845,615,19201,3871
436 SE 15TH ST,120010007001027,12001000700,000700,6395,19240,1305,19984,5284
2320-3340 SOUTHWEST 34 PLACE,120010015153000,12001001515,001515,5207,16140,378,14940,4993
3535-3577 SR-121 S,NA,NA,NA,NA,NA,NA,NA,NA
418 NW 8TH AVE,120010003012059,12001000301,000301,4355,20845,615,19201,3871
1641 NW 10TH AVE,120010010001029,12001001000,001000,5596,16646,783,37463,5223
3201–3303 OLD ARCHER RD,120010015151011,12001001515,001515,5207,16140,378,14940,4993
2700 - 2748 NE 39 AVE,120010019022040,12001001902,001902,3192,13594,360,13393,3006
200 EAST UNIVERSITY AVENUE,120010005001023,12001000500,000500,5171,24516,872,30253,4560
900 NE 23RD ST,120010006001016,12001000600,000600,5195,20582,987,13268,3835
837 SW 9TH ST,120010002006022,12001000200,000200,6671,7174,282,11678,6534
1023 SW 1ST AVE,120010002004022,12001000200,000200,6671,7174,282,11678,6534
N MAIN AND NE 16TH AVE,120010003011002,12001000301,000301,4355,20845,615,19201,3871
46 SW 25TH ST,120010010002021,12001001000,001000,5596,16646,783,37463,5223
505 NORTHEAST 20TH STREET,120010006003018,12001000600,000600,5195,20582,987,13268,3835
1521 NORTHWEST 7TH AVENUE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
41-99 SOUTH MAIN STREET,NA,NA,NA,NA,NA,NA,NA,NA
1600 WEST UNIVERSITY AVENUE,120010010003032,12001001000,001000,5596,16646,783,37463,5223
4000 SW 37 BLVD,120010015191013,12001001519,001519,2877,10892,225,12055,2801
2954 SW 35TH PL,120010015153000,12001001515,001515,5207,16140,378,14940,4993
2940-2954 SW 35TH PL,120010015153000,12001001515,001515,5207,16140,378,14940,4993
3521 NW 34 PL,120010011001002,12001001100,001100,7143,40000,1752,39743,5676
